GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0070286	axonemal dynein complex assembly	biological_process	1	0	5		
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	molecular_function	1	0	1		
GO:0070293	renal absorption	biological_process	1	0	1		
GO:0070294	renal sodium ion absorption	biological_process	1	0	3		
GO:0070295	renal water absorption	biological_process	1	0	2		
GO:0070296	sarcoplasmic reticulum calcium ion transport	biological_process	1	0	2		
GO:0070300	phosphatidic acid binding	molecular_function	1	0	8		
GO:0070301	cellular response to hydrogen peroxide	biological_process	1	0	21		
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	biological_process	1	0	1		
GO:0070306	lens fiber cell differentiation	biological_process	1	0	7		
GO:0070307	lens fiber cell development	biological_process	1	0	7		
GO:0070309	lens fiber cell morphogenesis	biological_process	1	0	4		
GO:0070314	G1 to G0 transition	biological_process	1	0	2		
GO:0070315	G1 to G0 transition involved in cell differentiation	biological_process	1	0	1		
GO:0070317	negative regulation of G0 to G1 transition	biological_process	1	0	3		
GO:0070318	positive regulation of G0 to G1 transition	biological_process	1	0	2		
GO:0070320	inward rectifier potassium channel inhibitor activity	molecular_function	1	0	1		
GO:0070324	thyroid hormone binding	molecular_function	1	0	7		
GO:0070325	lipoprotein particle receptor binding	molecular_function	1	0	1		
GO:0070326	very-low-density lipoprotein particle receptor binding	molecular_function	1	0	3		
GO:0070327	thyroid hormone transport	biological_process	1	0	3		
GO:0070328	triglyceride homeostasis	biological_process	1	0	12		
GO:0070336	flap-structured DNA binding	molecular_function	1	0	1		
GO:0070345	negative regulation of fat cell proliferation	biological_process	1	0	4		
GO:0070346	positive regulation of fat cell proliferation	biological_process	1	0	1		
GO:0070350	regulation of white fat cell proliferation	biological_process	1	0	1		
GO:0070352	positive regulation of white fat cell proliferation	biological_process	1	0	1		
GO:0070358	actin polymerization-dependent cell motility	biological_process	1	0	2		
GO:0070361	mitochondrial light strand promoter anti-sense binding	molecular_function	1	0	1		
GO:0070362	mitochondrial heavy strand promoter anti-sense binding	molecular_function	1	0	1		
GO:0070363	mitochondrial light strand promoter sense binding	molecular_function	1	0	1		
GO:0070365	hepatocyte differentiation	biological_process	1	0	5		
GO:0070367	negative regulation of hepatocyte differentiation	biological_process	1	0	1		
GO:0070369	beta-catenin-TCF7L2 complex	cellular_component	1	0	2		
GO:0070370	cellular heat acclimation	biological_process	1	0	1		
GO:0070371	ERK1 and ERK2 cascade	biological_process	1	0	12		
GO:0070372	regulation of ERK1 and ERK2 cascade	biological_process	1	0	18		
GO:0070373	negative regulation of ERK1 and ERK2 cascade	biological_process	1	0	33		
GO:0070375	ERK5 cascade	biological_process	1	0	1		
GO:0070382	exocytic vesicle	cellular_component	1	0	3		
GO:0070384	Harderian gland development	biological_process	1	0	2		
GO:0070389	chaperone cofactor-dependent protein refolding	biological_process	1	0	1		
GO:0070392	detection of lipoteichoic acid	biological_process	1	0	1		
GO:0070401	NADP+ binding	molecular_function	1	0	1		
GO:0070402	NADPH binding	molecular_function	1	0	7		
GO:0070403	NAD+ binding	molecular_function	1	0	12		
GO:0070407	oxidation-dependent protein catabolic process	biological_process	1	0	1		
GO:0070409	carbamoyl phosphate biosynthetic process	biological_process	1	0	1		
GO:0070410	co-SMAD binding	molecular_function	1	0	7		
GO:0070411	I-SMAD binding	molecular_function	1	0	11		
GO:0070412	R-SMAD binding	molecular_function	1	0	19		
GO:0070417	cellular response to cold	biological_process	1	0	2		
GO:0070418	DNA-dependent protein kinase complex	cellular_component	1	0	1		
GO:0070419	nonhomologous end joining complex	cellular_component	1	0	6		
GO:0070421	DNA ligase III-XRCC1 complex	cellular_component	1	0	1		
GO:0070427	nucleotide-binding oligomerization domain containing 1 signaling pathway	biological_process	1	0	2		
GO:0070429	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	biological_process	1	0	1		
GO:0070430	positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	biological_process	1	0	1		
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	biological_process	1	0	3		
GO:0070433	negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	biological_process	1	0	2		
GO:0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	biological_process	1	0	1		
GO:0070436	Grb2-EGFR complex	cellular_component	1	0	2		
GO:0070442	integrin alphaIIb-beta3 complex	cellular_component	1	0	1		
GO:0070449	elongin complex	cellular_component	1	0	1		
GO:0070453	regulation of heme biosynthetic process	biological_process	1	0	1		
GO:0070459	prolactin secretion	biological_process	1	0	2		
GO:0070461	SAGA-type complex	cellular_component	1	0	3		
GO:0070463	tubulin-dependent ATPase activity	molecular_function	1	0	1		
GO:0070469	respiratory chain	cellular_component	1	0	4		
GO:0070472	regulation of uterine smooth muscle contraction	biological_process	1	0	2		
GO:0070474	positive regulation of uterine smooth muscle contraction	biological_process	1	0	1		
GO:0070481	"nuclear-transcribed mRNA catabolic process, non-stop decay"	biological_process	1	0	1		
GO:0070483	detection of hypoxia	biological_process	1	0	3		
GO:0070486	leukocyte aggregation	biological_process	1	0	1		
GO:0070487	monocyte aggregation	biological_process	1	0	2		
GO:0070491	repressing transcription factor binding	molecular_function	1	0	23		
GO:0070492	oligosaccharide binding	molecular_function	1	0	4		
GO:0070495	negative regulation of thrombin receptor signaling pathway	biological_process	1	0	1		
GO:0070498	interleukin-1-mediated signaling pathway	biological_process	1	0	9		
GO:0070506	high-density lipoprotein particle receptor activity	molecular_function	1	0	2		
GO:0070507	regulation of microtubule cytoskeleton organization	biological_process	1	0	11		
GO:0070508	cholesterol import	biological_process	1	0	2		
GO:0070509	calcium ion import	biological_process	1	0	20		
GO:0070512	positive regulation of histone H4-K20 methylation	biological_process	1	0	1		
GO:0070513	death domain binding	molecular_function	1	0	3		
GO:0070522	ERCC4-ERCC1 complex	cellular_component	1	0	2		
GO:0070527	platelet aggregation	biological_process	1	0	23		
GO:0070530	K63-linked polyubiquitin binding	molecular_function	1	0	11		
GO:0070531	BRCA1-A complex	cellular_component	1	0	7		
GO:0070534	protein K63-linked ubiquitination	biological_process	1	0	17		
GO:0070535	histone H2A K63-linked ubiquitination	biological_process	1	0	1		
GO:0070536	protein K63-linked deubiquitination	biological_process	1	0	13		
GO:0070537	histone H2A K63-linked deubiquitination	biological_process	1	0	3		
GO:0070538	oleic acid binding	molecular_function	1	0	2		
GO:0070539	linoleic acid binding	molecular_function	1	0	1		
GO:0070542	response to fatty acid	biological_process	1	0	1		
GO:0070543	response to linoleic acid	biological_process	1	0	1		
GO:0070544	histone H3-K36 demethylation	biological_process	1	0	6		
GO:0070545	PeBoW complex	cellular_component	1	0	3		
GO:0070551	"endoribonuclease activity, cleaving siRNA-paired mRNA"	molecular_function	1	0	1		
GO:0070552	BRISC complex	cellular_component	1	0	4		
GO:0070555	response to interleukin-1	biological_process	1	0	11		
GO:0070557	PCNA-p21 complex	cellular_component	1	0	2		
GO:0070560	protein secretion by platelet	biological_process	1	0	1		
GO:0070561	vitamin D receptor signaling pathway	biological_process	1	0	2		
GO:0070562	regulation of vitamin D receptor signaling pathway	biological_process	1	0	3		
GO:0070563	negative regulation of vitamin D receptor signaling pathway	biological_process	1	0	1		
GO:0070564	positive regulation of vitamin D receptor signaling pathway	biological_process	1	0	1		
GO:0070569	uridylyltransferase activity	molecular_function	1	0	3		
GO:0070570	regulation of neuron projection regeneration	biological_process	1	0	1		
GO:0070573	metallodipeptidase activity	molecular_function	1	0	1		
GO:0070574	cadmium ion transmembrane transport	biological_process	1	0	3		
GO:0070577	lysine-acetylated histone binding	molecular_function	1	0	14		
GO:0070578	RISC-loading complex	cellular_component	1	0	6		
GO:0070579	methylcytosine dioxygenase activity	molecular_function	1	0	3		
GO:0070584	mitochondrion morphogenesis	biological_process	1	0	15		
GO:0070585	protein localization to mitochondrion	biological_process	1	0	6		
GO:0070586	cell-cell adhesion involved in gastrulation	biological_process	1	0	1		
GO:0070593	dendrite self-avoidance	biological_process	1	0	1		
GO:0070602	regulation of centromeric sister chromatid cohesion	biological_process	1	0	2		
GO:0070603	SWI/SNF superfamily-type complex	cellular_component	1	0	1		
GO:0070613	regulation of protein processing	biological_process	1	0	8		
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	molecular_function	1	0	1		
GO:0070627	ferrous iron import	biological_process	1	0	1		
GO:0070628	proteasome binding	molecular_function	1	0	9		
GO:0070634	transepithelial ammonium transport	biological_process	1	0	3		
GO:0070644	vitamin D response element binding	molecular_function	1	0	2		
GO:0070646	protein modification by small protein removal	biological_process	1	0	1		
GO:0070649	formin-nucleated actin cable assembly	biological_process	1	0	2		
GO:0070652	HAUS complex	cellular_component	1	0	6		
GO:0070653	high-density lipoprotein particle receptor binding	molecular_function	1	0	1		
GO:0070661	leukocyte proliferation	biological_process	1	0	1		
GO:0070667	negative regulation of mast cell proliferation	biological_process	1	0	1		
GO:0070668	positive regulation of mast cell proliferation	biological_process	1	0	2		
GO:0070670	response to interleukin-4	biological_process	1	0	1		
GO:0070671	response to interleukin-12	biological_process	1	0	2		
GO:0070673	response to interleukin-18	biological_process	1	0	1		
GO:0070676	intralumenal vesicle formation	biological_process	1	0	2		
GO:0070679	"inositol 1,4,5 trisphosphate binding"	molecular_function	1	0	7		
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation	biological_process	1	0	2		
GO:0070682	proteasome regulatory particle assembly	biological_process	1	0	1		
GO:0070685	macropinocytic cup	cellular_component	1	0	1		
GO:0070688	MLL5-L complex	cellular_component	1	0	6		
GO:0070695	FHF complex	cellular_component	1	0	4		
GO:0070698	type I activin receptor binding	molecular_function	1	0	2		
GO:0070699	type II activin receptor binding	molecular_function	1	0	2		
GO:0070700	BMP receptor binding	molecular_function	1	0	5		
GO:0070701	mucus layer	cellular_component	1	0	1		
GO:0070715	sodium-dependent organic cation transport	biological_process	1	0	1		
GO:0070722	Tle3-Aes complex	cellular_component	1	0	1		
GO:0070723	response to cholesterol	biological_process	1	0	4		
GO:0070724	BMP receptor complex	cellular_component	1	0	2		
GO:0070728	leucine binding	molecular_function	1	0	2		
GO:0070733	protein adenylyltransferase activity	molecular_function	1	0	1		
GO:0070734	histone H3-K27 methylation	biological_process	1	0	3		
GO:0070736	"protein-glycine ligase activity, initiating"	molecular_function	1	0	1		
GO:0070740	tubulin-glutamic acid ligase activity	molecular_function	1	0	2		
GO:0070742	C2H2 zinc finger domain binding	molecular_function	1	0	4		
GO:0070743	interleukin-23 complex	cellular_component	1	0	1		
GO:0070761	pre-snoRNP complex	cellular_component	1	0	4		
GO:0070765	gamma-secretase complex	cellular_component	1	0	2		
GO:0070772	PAS complex	cellular_component	1	0	1		
GO:0070773	protein-N-terminal glutamine amidohydrolase activity	molecular_function	1	0	1		
GO:0070774	phytoceramidase activity	molecular_function	1	0	1		
GO:0070776	MOZ/MORF histone acetyltransferase complex	cellular_component	1	0	7		
GO:0070779	D-aspartate import	biological_process	1	0	3		
GO:0070781	response to biotin	biological_process	1	0	1		
GO:0070782	phosphatidylserine exposure on apoptotic cell surface	biological_process	1	0	1		
